"Initiated","Price","Response","Response Detail","Request"
"12/2/2017 10:00:19 PM","","NoBuyer","The information provided was not accpeted","https://grp.leadcapsule.com/Leads/LeadPing.aspx&<br>CampaignId=B9C509C334F1E4DD3EAE26E365E75B0E&<br>Zip=27596&<br>HVACjobtype=Other"
"12/2/2017 10:00:19 PM","","NoBuyer","The information provided was not accpeted","https://grp.leadcapsule.com/Leads/LeadPing.aspx&<br>CampaignId=B9C509C334F1E4DD3EAE26E365E75B0E&<br>Zip=27596&<br>HVACjobtype=Install Heat Pump"
"12/2/2017 10:00:18 PM","","NoBuyer","The information provided was not accpeted","https://grp.leadcapsule.com/Leads/LeadPing.aspx&<br>CampaignId=B9C509C334F1E4DD3EAE26E365E75B0E&<br>Zip=27596&<br>HVACjobtype=Other"
"12/2/2017 10:00:18 PM","","NoBuyer","The information provided was not accpeted","https://grp.leadcapsule.com/Leads/LeadPing.aspx&<br>CampaignId=B9C509C334F1E4DD3EAE26E365E75B0E&<br>Zip=27596&<br>HVACjobtype=Install Central A/C"
"12/2/2017 10:00:16 PM","","NoBuyer","The information provided was not accpeted","https://grp.leadcapsule.com/Leads/LeadPing.aspx&<br>CampaignId=B9C509C334F1E4DD3EAE26E365E75B0E&<br>Zip=27596&<br>HVACjobtype=Install Heat Pump"
"12/2/2017 9:59:40 PM","","NoBuyer","The information provided was not accpeted","https://grp.leadcapsule.com/Leads/LeadPing.aspx&<br>CampaignId=B9C509C334F1E4DD3EAE26E365E75B0E&<br>Zip=12210&<br>HVACjobtype=Other"
"12/2/2017 9:59:39 PM","","NoBuyer","The information provided was not accpeted","https://grp.leadcapsule.com/Leads/LeadPing.aspx&<br>CampaignId=B9C509C334F1E4DD3EAE26E365E75B0E&<br>Zip=12210&<br>HVACjobtype=Install Gas or Electric Furnace"
"12/2/2017 9:59:39 PM","","NoBuyer","The information provided was not accpeted","https://grp.leadcapsule.com/Leads/LeadPing.aspx&<br>CampaignId=B9C509C334F1E4DD3EAE26E365E75B0E&<br>Zip=12210&<br>HVACjobtype=Other"
"12/2/2017 9:59:37 PM","","NoBuyer","The information provided was not accpeted","https://grp.leadcapsule.com/Leads/LeadPing.aspx&<br>CampaignId=B9C509C334F1E4DD3EAE26E365E75B0E&<br>Zip=12210&<br>HVACjobtype=Install Central A/C"
"12/2/2017 9:59:37 PM","","NoBuyer","The information provided was not accpeted","https://grp.leadcapsule.com/Leads/LeadPing.aspx&<br>CampaignId=B9C509C334F1E4DD3EAE26E365E75B0E&<br>Zip=12210&<br>HVACjobtype=Install Central A/C"
"12/2/2017 9:59:36 PM","","NoBuyer","The information provided was not accpeted","https://grp.leadcapsule.com/Leads/LeadPing.aspx&<br>CampaignId=B9C509C334F1E4DD3EAE26E365E75B0E&<br>Zip=12210&<br>HVACjobtype=Install Central A/C"
"12/2/2017 9:57:17 PM","","NoBuyer","The information provided was not accpeted","https://grp.leadcapsule.com/Leads/LeadPing.aspx&<br>CampaignId=B9C509C334F1E4DD3EAE26E365E75B0E&<br>Zip=99645&<br>HVACjobtype=Other"
"12/2/2017 9:57:15 PM","","NoBuyer","The information provided was not accpeted","https://grp.leadcapsule.com/Leads/LeadPing.aspx&<br>CampaignId=B9C509C334F1E4DD3EAE26E365E75B0E&<br>Zip=99645&<br>HVACjobtype=Other"
"12/2/2017 9:56:38 PM","","NoBuyer","The information provided was not accpeted","https://grp.leadcapsule.com/Leads/LeadPing.aspx&<br>CampaignId=B9C509C334F1E4DD3EAE26E365E75B0E&<br>Zip=42324&<br>HVACjobtype=Install Central A/C"
"12/2/2017 9:56:38 PM","","NoBuyer","The information provided was not accpeted","https://grp.leadcapsule.com/Leads/LeadPing.aspx&<br>CampaignId=B9C509C334F1E4DD3EAE26E365E75B0E&<br>Zip=42324&<br>HVACjobtype=Other"
"12/2/2017 9:56:37 PM","","NoBuyer","The information provided was not accpeted","https://grp.leadcapsule.com/Leads/LeadPing.aspx&<br>CampaignId=B9C509C334F1E4DD3EAE26E365E75B0E&<br>Zip=42324&<br>HVACjobtype=Repair Central A/C"
"12/2/2017 9:56:37 PM","","NoBuyer","The information provided was not accpeted","https://grp.leadcapsule.com/Leads/LeadPing.aspx&<br>CampaignId=B9C509C334F1E4DD3EAE26E365E75B0E&<br>Zip=42324&<br>HVACjobtype=Other"
"12/2/2017 9:56:35 PM","","NoBuyer","The information provided was not accpeted","https://grp.leadcapsule.com/Leads/LeadPing.aspx&<br>CampaignId=B9C509C334F1E4DD3EAE26E365E75B0E&<br>Zip=42324&<br>HVACjobtype=Other"
"12/2/2017 9:55:26 PM","","NoBuyer","The information provided was not accpeted","https://grp.leadcapsule.com/Leads/LeadPing.aspx&<br>CampaignId=B9C509C334F1E4DD3EAE26E365E75B0E&<br>Zip=79106&<br>HVACjobtype=Other"
"12/2/2017 9:55:25 PM","","NoBuyer","The information provided was not accpeted","https://grp.leadcapsule.com/Leads/LeadPing.aspx&<br>CampaignId=B9C509C334F1E4DD3EAE26E365E75B0E&<br>Zip=79106&<br>HVACjobtype=Other"
"12/2/2017 9:55:25 PM","","NoBuyer","The information provided was not accpeted","https://grp.leadcapsule.com/Leads/LeadPing.aspx&<br>CampaignId=B9C509C334F1E4DD3EAE26E365E75B0E&<br>Zip=79106&<br>HVACjobtype=Other"
"12/2/2017 9:55:24 PM","","NoBuyer","The information provided was not accpeted","https://grp.leadcapsule.com/Leads/LeadPing.aspx&<br>CampaignId=B9C509C334F1E4DD3EAE26E365E75B0E&<br>Zip=79106&<br>HVACjobtype=Install Central A/C"
"12/2/2017 9:55:24 PM","","NoBuyer","The information provided was not accpeted","https://grp.leadcapsule.com/Leads/LeadPing.aspx&<br>CampaignId=B9C509C334F1E4DD3EAE26E365E75B0E&<br>Zip=79106&<br>HVACjobtype=Install Gas or Electric Furnace"
"12/2/2017 9:55:23 PM","","NoBuyer","The information provided was not accpeted","https://grp.leadcapsule.com/Leads/LeadPing.aspx&<br>CampaignId=B9C509C334F1E4DD3EAE26E365E75B0E&<br>Zip=79106&<br>HVACjobtype=Install Heat Pump"
"12/2/2017 9:52:33 PM","","NoBuyer","The information provided was not accpeted","https://grp.leadcapsule.com/Leads/LeadPing.aspx&<br>CampaignId=B9C509C334F1E4DD3EAE26E365E75B0E&<br>Zip=25413&<br>HVACjobtype=Other"
"12/2/2017 9:52:33 PM","","NoBuyer","The information provided was not accpeted","https://grp.leadcapsule.com/Leads/LeadPing.aspx&<br>CampaignId=B9C509C334F1E4DD3EAE26E365E75B0E&<br>Zip=25413&<br>HVACjobtype=Other"
"12/2/2017 9:52:33 PM","","NoBuyer","The information provided was not accpeted","https://grp.leadcapsule.com/Leads/LeadPing.aspx&<br>CampaignId=B9C509C334F1E4DD3EAE26E365E75B0E&<br>Zip=25413&<br>HVACjobtype=Install Gas or Electric Furnace"
"12/2/2017 9:52:33 PM","","NoBuyer","The information provided was not accpeted","https://grp.leadcapsule.com/Leads/LeadPing.aspx&<br>CampaignId=B9C509C334F1E4DD3EAE26E365E75B0E&<br>Zip=25413&<br>HVACjobtype=Repair Central A/C"
"12/2/2017 9:52:33 PM","","NoBuyer","The information provided was not accpeted","https://grp.leadcapsule.com/Leads/LeadPing.aspx&<br>CampaignId=B9C509C334F1E4DD3EAE26E365E75B0E&<br>Zip=25413&<br>HVACjobtype=Other"
"12/2/2017 9:52:32 PM","","NoBuyer","The information provided was not accpeted","https://grp.leadcapsule.com/Leads/LeadPing.aspx&<br>CampaignId=B9C509C334F1E4DD3EAE26E365E75B0E&<br>Zip=25413&<br>HVACjobtype=Other"
"12/2/2017 9:52:31 PM","","NoBuyer","The information provided was not accpeted","https://grp.leadcapsule.com/Leads/LeadPing.aspx&<br>CampaignId=B9C509C334F1E4DD3EAE26E365E75B0E&<br>Zip=25413&<br>HVACjobtype=Install Central A/C"
"12/2/2017 9:51:49 PM","","NoBuyer","The information provided was not accpeted","https://grp.leadcapsule.com/Leads/LeadPing.aspx&<br>CampaignId=B9C509C334F1E4DD3EAE26E365E75B0E&<br>Zip=54601&<br>HVACjobtype=Other"
"12/2/2017 9:51:49 PM","","NoBuyer","The information provided was not accpeted","https://grp.leadcapsule.com/Leads/LeadPing.aspx&<br>CampaignId=B9C509C334F1E4DD3EAE26E365E75B0E&<br>Zip=54601&<br>HVACjobtype=Install Central A/C"
"12/2/2017 9:51:49 PM","","NoBuyer","The information provided was not accpeted","https://grp.leadcapsule.com/Leads/LeadPing.aspx&<br>CampaignId=B9C509C334F1E4DD3EAE26E365E75B0E&<br>Zip=54601&<br>HVACjobtype=Other"
"12/2/2017 9:51:48 PM","","NoBuyer","The information provided was not accpeted","https://grp.leadcapsule.com/Leads/LeadPing.aspx&<br>CampaignId=B9C509C334F1E4DD3EAE26E365E75B0E&<br>Zip=54601&<br>HVACjobtype=Install Gas or Electric Furnace"
"12/2/2017 9:51:47 PM","","NoBuyer","The information provided was not accpeted","https://grp.leadcapsule.com/Leads/LeadPing.aspx&<br>CampaignId=B9C509C334F1E4DD3EAE26E365E75B0E&<br>Zip=54601&<br>HVACjobtype=Install Central A/C"
"12/2/2017 9:51:33 PM","","NoBuyer","The information provided was not accpeted","https://grp.leadcapsule.com/Leads/LeadPing.aspx&<br>CampaignId=B9C509C334F1E4DD3EAE26E365E75B0E&<br>Zip=63023&<br>HVACjobtype=Other"
"12/2/2017 9:51:33 PM","","NoBuyer","The information provided was not accpeted","https://grp.leadcapsule.com/Leads/LeadPing.aspx&<br>CampaignId=B9C509C334F1E4DD3EAE26E365E75B0E&<br>Zip=63023&<br>HVACjobtype=Other"
"12/2/2017 9:51:32 PM","","NoBuyer","The information provided was not accpeted","https://grp.leadcapsule.com/Leads/LeadPing.aspx&<br>CampaignId=B9C509C334F1E4DD3EAE26E365E75B0E&<br>Zip=63023&<br>HVACjobtype=Other"
"12/2/2017 9:51:32 PM","","NoBuyer","The information provided was not accpeted","https://grp.leadcapsule.com/Leads/LeadPing.aspx&<br>CampaignId=B9C509C334F1E4DD3EAE26E365E75B0E&<br>Zip=63023&<br>HVACjobtype=Other"
"12/2/2017 9:51:31 PM","","NoBuyer","The information provided was not accpeted","https://grp.leadcapsule.com/Leads/LeadPing.aspx&<br>CampaignId=B9C509C334F1E4DD3EAE26E365E75B0E&<br>Zip=63023&<br>HVACjobtype=Install Central A/C"
"12/2/2017 9:51:31 PM","","NoBuyer","The information provided was not accpeted","https://grp.leadcapsule.com/Leads/LeadPing.aspx&<br>CampaignId=B9C509C334F1E4DD3EAE26E365E75B0E&<br>Zip=63023&<br>HVACjobtype=Install Gas or Electric Furnace"
"12/2/2017 9:48:54 PM","","NoBuyer","The information provided was not accpeted","https://grp.leadcapsule.com/Leads/LeadPing.aspx&<br>CampaignId=B9C509C334F1E4DD3EAE26E365E75B0E&<br>Zip=29505&<br>HVACjobtype=Other"
"12/2/2017 9:48:52 PM","","NoBuyer","The information provided was not accpeted","https://grp.leadcapsule.com/Leads/LeadPing.aspx&<br>CampaignId=B9C509C334F1E4DD3EAE26E365E75B0E&<br>Zip=29505&<br>HVACjobtype=Other"
"12/2/2017 9:48:48 PM","","NoBuyer","The information provided was not accpeted","https://grp.leadcapsule.com/Leads/LeadPing.aspx&<br>CampaignId=B9C509C334F1E4DD3EAE26E365E75B0E&<br>Zip=28610&<br>HVACjobtype=Other"
"12/2/2017 9:48:47 PM","","NoBuyer","The information provided was not accpeted","https://grp.leadcapsule.com/Leads/LeadPing.aspx&<br>CampaignId=B9C509C334F1E4DD3EAE26E365E75B0E&<br>Zip=28610&<br>HVACjobtype=Other"
"12/2/2017 9:48:47 PM","","NoBuyer","The information provided was not accpeted","https://grp.leadcapsule.com/Leads/LeadPing.aspx&<br>CampaignId=B9C509C334F1E4DD3EAE26E365E75B0E&<br>Zip=28610&<br>HVACjobtype=Install Heat Pump"
"12/2/2017 9:48:47 PM","","NoBuyer","The information provided was not accpeted","https://grp.leadcapsule.com/Leads/LeadPing.aspx&<br>CampaignId=B9C509C334F1E4DD3EAE26E365E75B0E&<br>Zip=28610&<br>HVACjobtype=Install Central A/C"
"12/2/2017 9:48:46 PM","","NoBuyer","The information provided was not accpeted","https://grp.leadcapsule.com/Leads/LeadPing.aspx&<br>CampaignId=B9C509C334F1E4DD3EAE26E365E75B0E&<br>Zip=28610&<br>HVACjobtype=Install Heat Pump"
"12/2/2017 9:47:12 PM","","NoBuyer","The information provided was not accpeted","https://grp.leadcapsule.com/Leads/LeadPing.aspx&<br>CampaignId=B9C509C334F1E4DD3EAE26E365E75B0E&<br>Zip=11423&<br>HVACjobtype=Other"
"12/2/2017 9:47:10 PM","","NoBuyer","The information provided was not accpeted","https://grp.leadcapsule.com/Leads/LeadPing.aspx&<br>CampaignId=B9C509C334F1E4DD3EAE26E365E75B0E&<br>Zip=11423&<br>HVACjobtype=Other"
"12/2/2017 9:45:27 PM","","NoBuyer","The information provided was not accpeted","https://grp.leadcapsule.com/Leads/LeadPing.aspx&<br>CampaignId=B9C509C334F1E4DD3EAE26E365E75B0E&<br>Zip=63601&<br>HVACjobtype=Other"
"12/2/2017 9:45:26 PM","","NoBuyer","The information provided was not accpeted","https://grp.leadcapsule.com/Leads/LeadPing.aspx&<br>CampaignId=B9C509C334F1E4DD3EAE26E365E75B0E&<br>Zip=63601&<br>HVACjobtype=Other"
"12/2/2017 9:45:26 PM","","NoBuyer","The information provided was not accpeted","https://grp.leadcapsule.com/Leads/LeadPing.aspx&<br>CampaignId=B9C509C334F1E4DD3EAE26E365E75B0E&<br>Zip=63601&<br>HVACjobtype=Other"
"12/2/2017 9:45:25 PM","","NoBuyer","The information provided was not accpeted","https://grp.leadcapsule.com/Leads/LeadPing.aspx&<br>CampaignId=B9C509C334F1E4DD3EAE26E365E75B0E&<br>Zip=63601&<br>HVACjobtype=Install Central A/C"
"12/2/2017 9:45:24 PM","","NoBuyer","The information provided was not accpeted","https://grp.leadcapsule.com/Leads/LeadPing.aspx&<br>CampaignId=B9C509C334F1E4DD3EAE26E365E75B0E&<br>Zip=63601&<br>HVACjobtype=Install Gas or Electric Furnace"
"12/2/2017 9:45:14 PM","","NoBuyer","The information provided was not accpeted","https://grp.leadcapsule.com/Leads/LeadPing.aspx&<br>CampaignId=B9C509C334F1E4DD3EAE26E365E75B0E&<br>Zip=21701&<br>HVACjobtype=Other"
"12/2/2017 9:45:14 PM","","NoBuyer","The information provided was not accpeted","https://grp.leadcapsule.com/Leads/LeadPing.aspx&<br>CampaignId=B9C509C334F1E4DD3EAE26E365E75B0E&<br>Zip=21701&<br>HVACjobtype=Other"
"12/2/2017 9:45:13 PM","","NoBuyer","The information provided was not accpeted","https://grp.leadcapsule.com/Leads/LeadPing.aspx&<br>CampaignId=B9C509C334F1E4DD3EAE26E365E75B0E&<br>Zip=21701&<br>HVACjobtype=Install Central A/C"
"12/2/2017 9:45:13 PM","","NoBuyer","The information provided was not accpeted","https://grp.leadcapsule.com/Leads/LeadPing.aspx&<br>CampaignId=B9C509C334F1E4DD3EAE26E365E75B0E&<br>Zip=21701&<br>HVACjobtype=Install Gas or Electric Furnace"
"12/2/2017 9:45:12 PM","","NoBuyer","The information provided was not accpeted","https://grp.leadcapsule.com/Leads/LeadPing.aspx&<br>CampaignId=B9C509C334F1E4DD3EAE26E365E75B0E&<br>Zip=21701&<br>HVACjobtype=Install Central A/C"
"12/2/2017 9:43:24 PM","","NoBuyer","The information provided was not accpeted","https://grp.leadcapsule.com/Leads/LeadPing.aspx&<br>CampaignId=B9C509C334F1E4DD3EAE26E365E75B0E&<br>Zip=28159&<br>HVACjobtype=Other"
"12/2/2017 9:43:24 PM","","NoBuyer","The information provided was not accpeted","https://grp.leadcapsule.com/Leads/LeadPing.aspx&<br>CampaignId=B9C509C334F1E4DD3EAE26E365E75B0E&<br>Zip=28159&<br>HVACjobtype=Other"
"12/2/2017 9:43:24 PM","","NoBuyer","The information provided was not accpeted","https://grp.leadcapsule.com/Leads/LeadPing.aspx&<br>CampaignId=B9C509C334F1E4DD3EAE26E365E75B0E&<br>Zip=28159&<br>HVACjobtype=Other"
"12/2/2017 9:43:23 PM","","NoBuyer","The information provided was not accpeted","https://grp.leadcapsule.com/Leads/LeadPing.aspx&<br>CampaignId=B9C509C334F1E4DD3EAE26E365E75B0E&<br>Zip=28159&<br>HVACjobtype=Install Central A/C"
"12/2/2017 9:43:23 PM","","NoBuyer","The information provided was not accpeted","https://grp.leadcapsule.com/Leads/LeadPing.aspx&<br>CampaignId=B9C509C334F1E4DD3EAE26E365E75B0E&<br>Zip=28159&<br>HVACjobtype=Install Gas or Electric Furnace"
"12/2/2017 9:40:28 PM","","NoBuyer","The information provided was not accpeted","https://grp.leadcapsule.com/Leads/LeadPing.aspx&<br>CampaignId=B9C509C334F1E4DD3EAE26E365E75B0E&<br>Zip=92008&<br>HVACjobtype=Repair Central A/C"
"12/2/2017 9:40:11 PM","","NoBuyer","The information provided was not accpeted","https://grp.leadcapsule.com/Leads/LeadPing.aspx&<br>CampaignId=B9C509C334F1E4DD3EAE26E365E75B0E&<br>Zip=92008&<br>HVACjobtype=Other"
"12/2/2017 9:39:50 PM","","NoBuyer","The information provided was not accpeted","https://grp.leadcapsule.com/Leads/LeadPing.aspx&<br>CampaignId=B9C509C334F1E4DD3EAE26E365E75B0E&<br>Zip=92008&<br>HVACjobtype=Other"
"12/2/2017 9:39:47 PM","","NoBuyer","The information provided was not accpeted","https://grp.leadcapsule.com/Leads/LeadPing.aspx&<br>CampaignId=B9C509C334F1E4DD3EAE26E365E75B0E&<br>Zip=92008&<br>HVACjobtype=Other"
"12/2/2017 9:39:46 PM","","NoBuyer","The information provided was not accpeted","https://grp.leadcapsule.com/Leads/LeadPing.aspx&<br>CampaignId=B9C509C334F1E4DD3EAE26E365E75B0E&<br>Zip=92008&<br>HVACjobtype=Other"
"12/2/2017 9:39:37 PM","","NoBuyer","The information provided was not accpeted","https://grp.leadcapsule.com/Leads/LeadPing.aspx&<br>CampaignId=B9C509C334F1E4DD3EAE26E365E75B0E&<br>Zip=92008&<br>HVACjobtype=Other"
"12/2/2017 9:39:37 PM","","NoBuyer","The information provided was not accpeted","https://grp.leadcapsule.com/Leads/LeadPing.aspx&<br>CampaignId=B9C509C334F1E4DD3EAE26E365E75B0E&<br>Zip=92008&<br>HVACjobtype=Install Gas or Electric Furnace"
"12/2/2017 9:39:36 PM","","NoBuyer","The information provided was not accpeted","https://grp.leadcapsule.com/Leads/LeadPing.aspx&<br>CampaignId=B9C509C334F1E4DD3EAE26E365E75B0E&<br>Zip=92008&<br>HVACjobtype=Install Central A/C"
"12/2/2017 9:38:58 PM","","NoBuyer","The information provided was not accpeted","https://grp.leadcapsule.com/Leads/LeadPing.aspx&<br>CampaignId=B9C509C334F1E4DD3EAE26E365E75B0E&<br>Zip=54135&<br>HVACjobtype=Other"
"12/2/2017 9:38:57 PM","","NoBuyer","The information provided was not accpeted","https://grp.leadcapsule.com/Leads/LeadPing.aspx&<br>CampaignId=B9C509C334F1E4DD3EAE26E365E75B0E&<br>Zip=54135&<br>HVACjobtype=Install Gas or Electric Furnace"
"12/2/2017 9:38:57 PM","","NoBuyer","The information provided was not accpeted","https://grp.leadcapsule.com/Leads/LeadPing.aspx&<br>CampaignId=B9C509C334F1E4DD3EAE26E365E75B0E&<br>Zip=54135&<br>HVACjobtype=Install Central A/C"
"12/2/2017 9:38:56 PM","","NoBuyer","The information provided was not accpeted","https://grp.leadcapsule.com/Leads/LeadPing.aspx&<br>CampaignId=B9C509C334F1E4DD3EAE26E365E75B0E&<br>Zip=54135&<br>HVACjobtype=Other"
"12/2/2017 9:38:56 PM","","NoBuyer","The information provided was not accpeted","https://grp.leadcapsule.com/Leads/LeadPing.aspx&<br>CampaignId=B9C509C334F1E4DD3EAE26E365E75B0E&<br>Zip=54135&<br>HVACjobtype=Other"
"12/2/2017 9:38:55 PM","","NoBuyer","The information provided was not accpeted","https://grp.leadcapsule.com/Leads/LeadPing.aspx&<br>CampaignId=B9C509C334F1E4DD3EAE26E365E75B0E&<br>Zip=54135&<br>HVACjobtype=Install Gas or Electric Furnace"
"12/2/2017 9:37:43 PM","","NoBuyer","The information provided was not accpeted","https://grp.leadcapsule.com/Leads/LeadPing.aspx&<br>CampaignId=B9C509C334F1E4DD3EAE26E365E75B0E&<br>Zip=13317&<br>HVACjobtype=Other"
"12/2/2017 9:37:42 PM","","NoBuyer","The information provided was not accpeted","https://grp.leadcapsule.com/Leads/LeadPing.aspx&<br>CampaignId=B9C509C334F1E4DD3EAE26E365E75B0E&<br>Zip=13317&<br>HVACjobtype=Other"
"12/2/2017 9:36:42 PM","","NoBuyer","The information provided was not accpeted","https://grp.leadcapsule.com/Leads/LeadPing.aspx&<br>CampaignId=B9C509C334F1E4DD3EAE26E365E75B0E&<br>Zip=98065&<br>HVACjobtype=Other"
"12/2/2017 9:36:39 PM","","NoBuyer","The information provided was not accpeted","https://grp.leadcapsule.com/Leads/LeadPing.aspx&<br>CampaignId=B9C509C334F1E4DD3EAE26E365E75B0E&<br>Zip=98065&<br>HVACjobtype=Other"
"12/2/2017 9:33:14 PM","","NoBuyer","The information provided was not accpeted","https://grp.leadcapsule.com/Leads/LeadPing.aspx&<br>CampaignId=B9C509C334F1E4DD3EAE26E365E75B0E&<br>Zip=66539&<br>HVACjobtype=Other"
"12/2/2017 9:33:12 PM","","NoBuyer","The information provided was not accpeted","https://grp.leadcapsule.com/Leads/LeadPing.aspx&<br>CampaignId=B9C509C334F1E4DD3EAE26E365E75B0E&<br>Zip=66539&<br>HVACjobtype=Other"
"12/2/2017 9:30:13 PM","","NoBuyer","The information provided was not accpeted","https://grp.leadcapsule.com/Leads/LeadPing.aspx&<br>CampaignId=B9C509C334F1E4DD3EAE26E365E75B0E&<br>Zip=01230&<br>HVACjobtype=Install Central A/C"
"12/2/2017 9:30:13 PM","","NoBuyer","The information provided was not accpeted","https://grp.leadcapsule.com/Leads/LeadPing.aspx&<br>CampaignId=B9C509C334F1E4DD3EAE26E365E75B0E&<br>Zip=01230&<br>HVACjobtype=Other"
"12/2/2017 9:30:12 PM","","NoBuyer","The information provided was not accpeted","https://grp.leadcapsule.com/Leads/LeadPing.aspx&<br>CampaignId=B9C509C334F1E4DD3EAE26E365E75B0E&<br>Zip=01230&<br>HVACjobtype=Repair Central A/C"
"12/2/2017 9:30:11 PM","","NoBuyer","The information provided was not accpeted","https://grp.leadcapsule.com/Leads/LeadPing.aspx&<br>CampaignId=B9C509C334F1E4DD3EAE26E365E75B0E&<br>Zip=01230&<br>HVACjobtype=Other"
"12/2/2017 9:30:10 PM","","NoBuyer","The information provided was not accpeted","https://grp.leadcapsule.com/Leads/LeadPing.aspx&<br>CampaignId=B9C509C334F1E4DD3EAE26E365E75B0E&<br>Zip=01230&<br>HVACjobtype=Other"
"12/2/2017 9:30:07 PM","","NoBuyer","The information provided was not accpeted","https://grp.leadcapsule.com/Leads/LeadPing.aspx&<br>CampaignId=B9C509C334F1E4DD3EAE26E365E75B0E&<br>Zip=62454&<br>HVACjobtype=Other"
"12/2/2017 9:30:06 PM","","NoBuyer","The information provided was not accpeted","https://grp.leadcapsule.com/Leads/LeadPing.aspx&<br>CampaignId=B9C509C334F1E4DD3EAE26E365E75B0E&<br>Zip=62454&<br>HVACjobtype=Repair Central A/C"
"12/2/2017 9:30:06 PM","","NoBuyer","The information provided was not accpeted","https://grp.leadcapsule.com/Leads/LeadPing.aspx&<br>CampaignId=B9C509C334F1E4DD3EAE26E365E75B0E&<br>Zip=62454&<br>HVACjobtype=Other"
"12/2/2017 9:30:05 PM","","NoBuyer","The information provided was not accpeted","https://grp.leadcapsule.com/Leads/LeadPing.aspx&<br>CampaignId=B9C509C334F1E4DD3EAE26E365E75B0E&<br>Zip=62454&<br>HVACjobtype=Install Gas or Electric Furnace"
"12/2/2017 9:30:05 PM","","NoBuyer","The information provided was not accpeted","https://grp.leadcapsule.com/Leads/LeadPing.aspx&<br>CampaignId=B9C509C334F1E4DD3EAE26E365E75B0E&<br>Zip=62454&<br>HVACjobtype=Install Central A/C"
"12/2/2017 9:30:04 PM","","NoBuyer","The information provided was not accpeted","https://grp.leadcapsule.com/Leads/LeadPing.aspx&<br>CampaignId=B9C509C334F1E4DD3EAE26E365E75B0E&<br>Zip=62454&<br>HVACjobtype=Other"
"12/2/2017 9:26:49 PM","","NoBuyer","The information provided was not accpeted","https://grp.leadcapsule.com/Leads/LeadPing.aspx&<br>CampaignId=B9C509C334F1E4DD3EAE26E365E75B0E&<br>Zip=67879&<br>HVACjobtype=Other"
"12/2/2017 9:26:47 PM","","NoBuyer","The information provided was not accpeted","https://grp.leadcapsule.com/Leads/LeadPing.aspx&<br>CampaignId=B9C509C334F1E4DD3EAE26E365E75B0E&<br>Zip=67879&<br>HVACjobtype=Other"
"12/2/2017 9:26:45 PM","","NoBuyer","The information provided was not accpeted","https://grp.leadcapsule.com/Leads/LeadPing.aspx&<br>CampaignId=B9C509C334F1E4DD3EAE26E365E75B0E&<br>Zip=91381&<br>HVACjobtype=Other"
"12/2/2017 9:26:44 PM","","NoBuyer","The information provided was not accpeted","https://grp.leadcapsule.com/Leads/LeadPing.aspx&<br>CampaignId=B9C509C334F1E4DD3EAE26E365E75B0E&<br>Zip=91381&<br>HVACjobtype=Other"
"12/2/2017 9:26:44 PM","","NoBuyer","The information provided was not accpeted","https://grp.leadcapsule.com/Leads/LeadPing.aspx&<br>CampaignId=B9C509C334F1E4DD3EAE26E365E75B0E&<br>Zip=91381&<br>HVACjobtype=Repair Gas or Electric Furnace"
"12/2/2017 9:26:44 PM","","NoBuyer","The information provided was not accpeted","https://grp.leadcapsule.com/Leads/LeadPing.aspx&<br>CampaignId=B9C509C334F1E4DD3EAE26E365E75B0E&<br>Zip=91381&<br>HVACjobtype=Repair Central A/C"
"12/2/2017 9:26:43 PM","","NoBuyer","The information provided was not accpeted","https://grp.leadcapsule.com/Leads/LeadPing.aspx&<br>CampaignId=B9C509C334F1E4DD3EAE26E365E75B0E&<br>Zip=91381&<br>HVACjobtype=Install Gas or Electric Furnace"
"12/2/2017 9:26:43 PM","","NoBuyer","The information provided was not accpeted","https://grp.leadcapsule.com/Leads/LeadPing.aspx&<br>CampaignId=B9C509C334F1E4DD3EAE26E365E75B0E&<br>Zip=91381&<br>HVACjobtype=Other"
"12/2/2017 9:26:43 PM","","NoBuyer","The information provided was not accpeted","https://grp.leadcapsule.com/Leads/LeadPing.aspx&<br>CampaignId=B9C509C334F1E4DD3EAE26E365E75B0E&<br>Zip=91381&<br>HVACjobtype=Other"
"12/2/2017 9:26:43 PM","","NoBuyer","The information provided was not accpeted","https://grp.leadcapsule.com/Leads/LeadPing.aspx&<br>CampaignId=B9C509C334F1E4DD3EAE26E365E75B0E&<br>Zip=91381&<br>HVACjobtype=Other"
"12/2/2017 9:26:42 PM","","NoBuyer","The information provided was not accpeted","https://grp.leadcapsule.com/Leads/LeadPing.aspx&<br>CampaignId=B9C509C334F1E4DD3EAE26E365E75B0E&<br>Zip=91381&<br>HVACjobtype=Install Central A/C"
"12/2/2017 9:26:41 PM","","NoBuyer","The information provided was not accpeted","https://grp.leadcapsule.com/Leads/LeadPing.aspx&<br>CampaignId=B9C509C334F1E4DD3EAE26E365E75B0E&<br>Zip=42647&<br>HVACjobtype=Other"
"12/2/2017 9:26:41 PM","","NoBuyer","The information provided was not accpeted","https://grp.leadcapsule.com/Leads/LeadPing.aspx&<br>CampaignId=B9C509C334F1E4DD3EAE26E365E75B0E&<br>Zip=42647&<br>HVACjobtype=Install Gas or Electric Furnace"
